ID,Name,Age,Dob,Height,Weight,Nationality,Club,Overall,Potential,Value,Wage,Player Positions,Preferred Foot,Skill Moves,Release Clause,Jersey Number,Joined,Contract Valid Until
169195,Renato Augusto,31,08/02/1988,186,86,Brazil,Beijing Sinobo Guoan FC,81,81,15000000,28000,"CM, CAM, CDM",Right,4,24000000,5,08/01/2016,2021
171791,José Fonte,35,22/12/1983,187,81,Portugal,LOSC Lille,81,81,5500000,32000,CB,Right,2,10500000,6,15/07/2018,2021
171897,A. Guardado,32,28/09/1986,169,67,Mexico,Real Betis,81,81,13500000,32000,"CM, CDM, LM",Left,4,28400000,18,07/07/2017,2020
173771,L. Piszczek,34,03/06/1985,184,79,Poland,Borussia Dortmund,81,81,6000000,76000,RB,Right,2,9900000,26,01/07/2010,2020
176600,K. Gameiro,32,09/05/1987,172,70,France,Valencia CF,81,81,14000000,48000,ST,Right,3,29400000,9,13/08/2018,2021
177388,D. Payet,32,29/03/1987,175,77,France,Olympique de Marseille,81,81,14000000,46000,"CAM, LW",Right,4,26600000,10,30/01/2017,2021
177600,Beñat,32,19/02/1987,177,76,Spain,Athletic Club de Bilbao,81,81,13500000,32000,CM,Right,3,28400000,7,26/06/2013,2020
178086,Adán,32,13/05/1987,190,92,Spain,Atlético Madrid,81,81,11000000,46000,GK,Left,1,22600000,1,10/07/2018,2020
179784,B. Höwedes,31,29/02/1988,188,77,Germany,Lokomotiv Moscow,81,81,13000000,1000,"CB, LB",Right,2,27300000,5,31/07/2018,2022
182494,F. Muslera,33,16/06/1986,190,74,Uruguay,Galatasaray SK,81,81,9500000,59000,GK,Right,1,18100000,1,11/08/2011,2021
183394,M. Sissoko,29,16/08/1989,187,91,France,Tottenham Hotspur,81,81,17000000,105000,"CM, CDM",Right,3,31500000,17,31/08/2016,2021
183498,M. Parolo,34,25/01/1985,184,75,Italy,Lazio,81,81,7000000,54000,"CDM, CM",Right,3,11900000,16,01/07/2014,2020
184134,Fernando,31,25/07/1987,183,76,Brazil,Sevilla FC,81,81,13500000,22000,"CDM, CM",Right,3,28400000,25,12/07/2019,2022
184144,N. Gaitán,31,23/02/1988,173,66,Argentina,Chicago Fire,81,81,15500000,13000,CAM,Left,4,23300000,20,14/03/2019,2019
184431,S. Giovinco,32,26/01/1987,163,61,Italy,Al Hilal,81,81,14000000,56000,"CF, ST, RM",Right,4,23800000,9,31/01/2019,2022
185221,Luiz Gustavo,31,23/07/1987,187,78,Brazil,Olympique de Marseille,81,81,13500000,42000,"CDM, CB",Left,3,25700000,19,04/07/2017,2021
188829,N. Nkoulou,29,27/03/1990,184,77,Cameroon,Torino,81,81,15000000,54000,CB,Right,2,25500000,33,01/07/2018,2020
191202,N. Matić,30,01/08/1988,194,85,Serbia,Manchester United,81,81,14500000,115000,"CDM, CM",Left,3,27600000,31,31/07/2017,2020
192638,Marcos Alonso,28,28/12/1990,188,87,Spain,Chelsea,81,81,15000000,115000,"LB, LWB",Left,3,28500000,3,31/08/2016,2023
192883,H. Mkhitaryan,30,21/01/1989,177,75,Armenia,Arsenal,81,81,17000000,94000,"RM, CAM, RW",Right,4,32300000,7,22/01/2018,2021
194022,André Almeida,28,10/09/1990,185,80,Portugal,SL Benfica,81,81,15000000,18000,RB,Right,3,30000000,34,01/07/2011,2023
203551,A. Florenzi,28,11/03/1991,173,67,Italy,Roma,81,81,15000000,51000,"RB, RW, LW",Right,4,25500000,24,01/07/2010,2023
204399,E. Zahavi,31,25/07/1987,182,71,Israel,Guangzhou R&F FC,81,81,16000000,25000,"CF, ST",Right,4,24800000,7,01/07/2016,2020
207471,F. Vázquez,30,22/02/1989,186,82,Argentina,Sevilla FC,81,81,16500000,24000,"CM, CAM",Left,4,34700000,22,16/07/2016,2021
208618,Lucas Vázquez,28,01/07/1991,173,70,Spain,Real Madrid,81,81,18000000,180000,"RW, RM",Right,4,36900000,17,02/07/2015,2021
216194,Dani García,29,24/05/1990,180,80,Spain,Athletic Club de Bilbao,81,81,17000000,33000,"CM, CDM",Right,3,35700000,14,02/07/2018,2022
224334,M. Acuña,27,28/10/1991,172,69,Argentina,Sporting CP,81,81,18500000,21000,"LW, LB",Left,4,37000000,9,21/07/2017,2023
230271,Laure Santeiro,31,29/02/1988,171,63,Brazil,Fluminense,81,81,15500000,40000,"CAM, LM, LW",Left,4,29500000,10,01/01/2018,2022
245299,J. Frendado,35,29/02/1984,181,82,Uruguay,Uruguay,81,81,0,0,"CB, CDM",Right,2,,,,
245304,S. Ardero,31,29/02/1988,171,63,Uruguay,Uruguay,81,81,0,0,"CAM, LM, LW",Left,4,,,,
245305,L. Dálves,27,29/02/1992,188,83,Uruguay,Uruguay,81,81,0,0,"ST, CF",Right,3,,,,
251700,S. Mandíquez,30,16/03/1989,188,84,Ecuador,Ecuador,81,81,0,0,ST,Right,4,,,,
242444,João Félix,19,10/11/1999,181,70,Portugal,Atlético Madrid,80,93,28000000,38000,"CF, ST",Right,5,74900000,7,03/07/2019,2026
224232,N. Barella,22,07/02/1997,175,68,Italy,Inter,80,88,21500000,60000,"CM, CAM",Right,3,,81,,2020
225100,J. Gomez,22,23/05/1997,188,77,England,Liverpool,80,88,20000000,73000,"CB, RB",Right,3,41000000,12,20/06/2015,2024
213661,A. Christensen,23,10/04/1996,187,81,Denmark,Chelsea,80,87,19000000,85000,CB,Right,2,39900000,4,10/04/2013,2022
215698,M. Maignan,23,03/07/1995,191,89,France,LOSC Lille,80,87,16000000,28000,GK,Right,1,33600000,16,18/08/2015,2022
216393,Y. Tielemans,22,07/05/1997,176,72,Belgium,Leicester City,80,87,20500000,76000,"CM, CDM",Right,4,43100000,8,08/07/2019,2023
229668,Mario Hermoso,24,18/06/1995,184,75,Spain,Atlético Madrid,80,87,19000000,46000,CB,Left,2,42800000,22,18/07/2019,2024
234153,Carlos Soler,22,02/01/1997,180,76,Spain,Valencia CF,80,87,21000000,36000,"RM, CM",Right,3,48300000,8,01/07/2015,2021
220477,M. Caldara,25,05/05/1994,187,80,Italy,Milan,80,86,18000000,40000,CB,Right,2,34200000,31,02/08/2018,2023
222400,H. Winks,23,02/02/1996,176,74,England,Tottenham Hotspur,80,86,20000000,82000,"CM, CDM",Right,3,41000000,8,01/07/2014,2024
223113,K. Piątek,24,01/07/1995,183,77,Poland,Milan,80,86,20500000,44000,ST,Right,3,39000000,9,23/01/2019,2023
224458,Diogo Jota,22,04/12/1996,178,73,Portugal,Wolverhampton Wanderers,80,86,20500000,84000,"CF, LW",Right,4,43100000,18,01/07/2018,2022
226161,Marcos Llorente,24,30/01/1995,184,74,Spain,Atlético Madrid,80,86,18500000,46000,CDM,Right,3,41600000,14,01/07/2019,2024
228618,F. Mendy,24,08/06/1995,180,73,France,Real Madrid,80,86,18000000,115000,LB,Left,4,40500000,23,01/07/2019,2025
236679,Melendo,21,23/08/1997,167,63,Spain,RCD Espanyol,80,86,20500000,26000,"RM, LM, CAM",Left,3,47200000,14,01/07/2016,2022
239818,Rúben Dias,22,14/05/1997,186,82,Portugal,SL Benfica,80,86,18500000,14000,CB,Right,2,40700000,6,01/07/2015,2024
241671,D. Livaković,23,02/09/1995,187,79,Croatia,Dinamo Zagreb,80,86,15500000,1000,GK,Right,1,37200000,40,31/08/2015,2023
203747,Héctor Bellerín,24,19/03/1995,178,74,Spain,Arsenal,80,85,17500000,69000,"RB, RWB",Right,3,34600000,2,01/07/2014,2023
204884,B. Mendy,24,17/07/1994,185,85,France,Manchester City,80,85,17500000,96000,LB,Left,3,33700000,22,24/07/2017,2022
211591,M. Dembélé,22,12/07/1996,183,74,France,Olympique Lyonnais,80,85,20000000,71000,ST,Right,4,39500000,9,31/08/2018,2023
211990,O. Vlachodimos,25,26/04/1994,188,77,Greece,SL Benfica,80,85,14500000,12000,GK,Right,1,30100000,99,01/07/2018,2023
212623,Santi Mina,23,07/12/1995,181,77,Spain,RC Celta,80,85,20000000,29000,ST,Right,3,43500000,22,14/07/2019,2024
212692,Rony Lopes,23,28/12/1995,174,68,Portugal,Sevilla FC,80,85,20000000,19000,"LM, LW",Left,4,43500000,7,14/08/2019,2024
215330,J. Correa,24,13/08/1994,188,77,Argentina,Lazio,80,85,20000000,53000,"CF, ST, CAM",Right,4,35500000,11,01/08/2018,2023
219809,T. Bakayoko,24,17/08/1994,189,85,France,Chelsea,80,85,18000000,85000,"CDM, CM",Right,3,35600000,14,15/07/2017,2022
226168,M. Eggestein,22,08/12/1996,181,75,Germany,SV Werder Bremen,80,85,19500000,31000,"CM, CAM, CDM",Right,3,34600000,35,29/11/2014,2023
234035,Odriozola,23,14/12/1995,176,66,Spain,Real Madrid,80,85,17500000,115000,RB,Right,3,37200000,19,05/07/2018,2024
239207,M. Gómez,22,14/08/1996,186,84,Uruguay,Valencia CF,80,85,20000000,40000,ST,Right,3,43500000,22,14/07/2019,2024
202648,Sergi Darder,25,22/12/1993,180,71,Spain,RCD Espanyol,80,84,19000000,33000,"CM, CDM",Right,4,41300000,10,10/07/2018,2023
204311,K. Zouma,24,27/10/1994,190,96,France,Chelsea,80,84,17500000,85000,CB,Right,2,34600000,15,31/01/2014,2023
207439,L. Paredes,25,29/06/1994,180,75,Argentina,Paris Saint-Germain,80,84,19000000,79000,"CM, CDM",Right,4,36600000,8,29/01/2019,2023
208920,N. Aké,24,18/02/1995,180,75,Netherlands,Bournemouth,80,84,17500000,58000,CB,Left,2,34600000,5,30/06/2017,2022
210864,E. Hysaj,25,02/02/1994,182,70,Albania,Napoli,80,84,17000000,60000,RB,Right,3,30200000,23,02/08/2015,2021
211575,André Gomes,25,30/07/1993,188,84,Portugal,Everton,80,84,17500000,76000,"CDM, CM",Right,4,34600000,21,25/06/2019,2024
215785,K. Baldé,24,08/03/1995,181,80,Senegal,AS Monaco,80,84,19500000,40000,"RM, ST, LM",Right,4,38500000,14,29/08/2017,2022
222028,J. Weigl,23,08/09/1995,186,72,Germany,Borussia Dortmund,80,84,17500000,61000,"CDM, CB",Right,3,30200000,33,01/07/2015,2021
223874,V. Rongier,24,07/12/1994,172,70,France,FC Nantes,80,84,19000000,29000,"CM, CAM",Right,3,39400000,28,01/07/2014,2022
227950,Yeray,24,24/01/1995,183,78,Spain,Athletic Club de Bilbao,80,84,17500000,23000,CB,Right,2,38100000,5,01/07/2014,2026
242348,Loren,25,30/12/1993,188,82,Spain,Real Betis,80,84,19500000,31000,ST,Right,3,42400000,16,29/01/2015,2022
193352,R. Rodríguez,26,25/08/1992,180,77,Switzerland,Milan,80,83,16000000,42000,"LB, CB",Left,3,28400000,45,01/07/2017,2021
198784,A. Oxlade-Chamberlain,25,15/08/1993,175,70,England,Liverpool,80,83,18500000,90000,"CM, RM",Right,4,35600000,15,31/08/2017,2022
199823,Campaña,26,31/05/1993,179,70,Spain,Levante UD,80,83,18000000,31000,"CM, CDM",Right,4,39200000,24,15/08/2016,2023
201143,A. Mandi,27,22/10/1991,184,78,Algeria,Real Betis,80,83,16000000,27000,CB,Right,2,34800000,23,01/07/2016,2021
202477,Deulofeu,25,13/03/1994,177,73,Spain,Watford,80,83,19000000,78000,"CF, RW, LW",Right,4,37500000,7,11/06/2018,2023
205069,Bernat,26,01/03/1993,170,67,Spain,Paris Saint-Germain,80,83,16000000,75000,"LB, LM",Left,4,30800000,14,31/08/2018,2021
205849,E. Andrada,28,26/01/1991,194,81,Argentina,Boca Juniors,80,83,13500000,24000,GK,Right,1,19900000,1,03/08/2018,2022
207599,M. Keane,26,11/01/1993,191,82,England,Everton,80,83,16500000,80000,CB,Right,2,32600000,5,03/07/2017,2022
210513,J. Quintero,26,18/01/1993,168,67,Colombia,River Plate,80,83,18500000,30000,"CAM, CF",Left,4,27300000,10,29/01/2019,2022
210617,Samu Castillejo,24,18/01/1995,182,67,Spain,Milan,80,83,19000000,40000,"RM, LM, CM",Left,4,33700000,7,17/08/2018,2023
215223,W. Benítez,26,19/01/1993,191,91,Argentina,OGC Nice,80,83,13500000,30000,GK,Right,1,28000000,40,01/07/2016,2020
220018,A. Rebić,25,21/09/1993,185,78,Croatia,Eintracht Frankfurt,80,83,19000000,44000,"ST, LW, CAM",Right,4,33700000,4,20/12/2017,2022
225508,E. Bailly,25,12/04/1994,186,77,Ivory Coast,Manchester United,80,83,16500000,105000,CB,Right,3,32600000,3,01/07/2016,2020
230977,M. Almirón,25,10/02/1994,174,63,Paraguay,Newcastle United,80,83,18500000,52000,"LW, CF",Left,4,36500000,24,31/01/2019,2024
235374,M. Lazzari,25,29/11/1993,174,67,Italy,Lazio,80,83,18500000,53000,RM,Right,3,32800000,29,12/07/2019,2024
188988,M. Lanzini,26,15/02/1993,167,59,Argentina,West Ham United,80,82,18000000,88000,"CAM, CM, LM",Right,4,35600000,10,01/07/2016,2020
190778,J. Zoet,28,06/01/1991,189,88,Netherlands,PSV,80,82,13000000,18000,GK,Right,1,19200000,1,01/07/2009,2021
199005,M. Ryan,27,08/04/1992,184,82,Australia,Brighton & Hove Albion,80,82,12500000,43000,GK,Right,1,24700000,1,01/07/2017,2022
199577,Sergi Gómez,27,28/03/1992,185,80,Spain,Sevilla FC,80,82,15500000,20000,CB,Right,2,33700000,3,25/07/2018,2022
200155,H. Vanaken,26,24/08/1992,195,80,Belgium,Club Brugge KV,80,82,18000000,30000,"CAM, CF",Right,4,26600000,20,01/07/2015,2024
201922,M. Hinteregger,26,07/09/1992,184,83,Austria,Eintracht Frankfurt,80,82,16000000,39000,CB,Left,2,28400000,13,01/08/2019,2024
205362,M. Nastasić,26,28/03/1993,188,83,Serbia,FC Schalke 04,80,82,16000000,35000,CB,Left,2,28400000,5,14/01/2015,2022
208141,Gabriel,25,18/09/1993,187,82,Brazil,SL Benfica,80,82,18000000,17000,"CM, CDM",Left,3,37400000,8,27/08/2018,2023
196978,C. Wilson,27,27/02/1992,180,66,England,Bournemouth,80,81,17500000,81000,ST,Right,4,34600000,13,04/07/2014,2023
198118,J. Guilavogui,28,19/09/1990,188,77,France,VfL Wolfsburg,80,81,14500000,51000,"CDM, CM",Right,2,25700000,23,17/05/2016,2020
203483,D. Klaassen,26,21/02/1993,179,70,Netherlands,SV Werder Bremen,80,81,17000000,35000,"CM, CAM",Right,3,30200000,30,27/07/2018,2022
203605,P. Kadeřábek,27,25/04/1992,182,81,Czech Republic,TSG 1899 Hoffenheim,80,81,14500000,39000,"RWB, RB, RM",Right,3,25700000,3,01/07/2015,2023
204024,C. Kramer,28,19/02/1991,191,76,Germany,Borussia Mönchengladbach,80,81,14500000,34000,"CDM, CM",Right,3,25700000,6,01/07/2016,2021
204525,Iñigo Martínez,28,17/05/1991,182,77,Spain,Athletic Club de Bilbao,80,81,14500000,29000,CB,Left,2,31500000,4,30/01/2018,2023
205070,Portu,27,21/05/1992,178,70,Spain,Real Sociedad,80,81,17500000,38000,"CF, ST, RM",Right,3,38100000,7,07/07/2019,2024
206545,Manu Trigueros,27,17/10/1991,178,75,Spain,Villarreal CF,80,81,16500000,39000,"CM, CDM",Right,4,35900000,14,01/07/2011,2022
208128,H. Çalhanoğlu,25,08/02/1994,178,76,Turkey,Milan,80,81,17500000,48000,"LW, CAM, CM",Right,4,31100000,10,03/07/2017,2021
208498,M. Dabbur,27,14/05/1992,182,76,Israel,Sevilla FC,80,81,17500000,24000,"ST, LM",Right,4,38100000,9,01/07/2019,2023
210665,M. Halstenberg,27,27/09/1991,187,82,Germany,RB Leipzig,80,81,14500000,53000,LB,Left,3,25700000,23,31/08/2015,2022
219985,M. Vecino,27,24/08/1991,187,81,Uruguay,Inter,80,81,15000000,63000,CDM,Right,4,26600000,8,02/08/2017,2022
220407,M. Dúbravka,30,15/01/1989,190,80,Slovakia,Newcastle United,80,81,11500000,37000,GK,Right,1,22700000,12,09/06/2018,2022
227290,M. Dmitrović,27,24/01/1992,194,94,Serbia,SD Eibar,80,81,12000000,22000,GK,Left,1,26100000,1,01/07/2017,2021
45186,Joaquín,37,21/07/1981,179,75,Spain,Real Betis,80,80,5000000,22000,"LM, ST, RM",Right,4,10500000,17,01/09/2015,2020
54050,W. Rooney,33,24/10/1985,176,83,England,DC United,80,80,9500000,13000,ST,Right,3,14300000,9,10/07/2018,2021
110677,Moyá,35,02/04/1984,188,83,Spain,Real Sociedad,80,80,4000000,17000,GK,Right,1,8400000,13,27/02/2018,2020
139068,Nani,32,17/11/1986,177,70,Portugal,Orlando City SC,80,80,11500000,13000,"LW, RW",Right,5,17300000,17,19/02/2019,2021
142754,J. Mascherano,35,08/06/1984,174,73,Argentina,Hebei China Fortune FC,80,80,4700000,13000,"CDM, CB",Right,2,7300000,14,26/01/2018,2019
146748,Diego López,37,03/11/1981,196,89,Spain,RCD Espanyol,80,80,1500000,17000,GK,Right,1,3100000,13,01/07/2017,2020
148119,I. Akinfeev,33,08/04/1986,186,78,Russia,PFC CSKA Moscow,80,80,8000000,1000,GK,Right,1,17600000,35,01/01/2002,2022
153244,A. Gignac,33,05/12/1985,187,91,France,Tigres U.A.N.L.,80,80,9500000,88000,ST,Right,3,15200000,10,18/06/2015,2023
154472,Jorge Molina,37,22/04/1982,188,72,Spain,Getafe CF,80,80,5500000,25000,ST,Right,3,11600000,19,01/07/2016,2021
158121,B. Costil,31,03/07/1987,187,88,France,FC Girondins de Bordeaux,80,80,9500000,30000,GK,Right,1,18100000,1,19/06/2017,2021
159147,L. Perrin,33,07/08/1985,181,80,France,AS Saint-Étienne,80,80,7000000,37000,CB,Right,2,13300000,24,01/07/2003,2020
163155,B. Foster,36,03/04/1983,193,90,England,Watford,80,80,2500000,36000,GK,Left,1,4700000,26,07/07/2018,2020
163264,T. Heaton,33,15/04/1986,187,92,England,Aston Villa,80,80,8000000,50000,GK,Right,1,15200000,1,01/08/2019,2021
163705,S. Mandanda,34,28/03/1985,185,80,France,Olympique de Marseille,80,80,6500000,32000,GK,Right,1,12400000,30,11/07/2017,2021
164029,Charles,35,04/04/1984,179,76,Brazil,SD Eibar,80,80,7000000,25000,ST,Right,4,14700000,19,04/07/2017,2020
165109,S. Radu,32,22/10/1986,183,79,Romania,Lazio,80,80,9500000,51000,CB,Left,3,16200000,26,01/01/2008,2020
169595,D. Rose,28,02/07/1990,174,76,England,Tottenham Hotspur,80,80,12500000,90000,"LB, LWB",Left,3,23100000,3,01/07/2007,2021
170368,E. Lamela,27,04/03/1992,184,80,Argentina,Tottenham Hotspur,80,80,15500000,94000,"RM, LM, CAM",Left,4,28700000,11,30/08/2013,2022
171579,Raúl García,32,11/07/1986,184,83,Spain,Athletic Club de Bilbao,80,80,11500000,30000,CAM,Right,3,24200000,22,31/08/2015,2021
171919,Naldo,36,10/09/1982,198,91,Brazil,AS Monaco,80,80,3000000,30000,CB,Right,2,5700000,27,03/01/2019,2020
172522,D. Wass,30,31/05/1989,181,74,Denmark,Valencia CF,80,80,13500000,42000,"CM, RB, RM",Right,3,28400000,18,10/07/2018,2022
173373,S. Romero,32,22/02/1987,192,86,Argentina,Manchester United,80,80,9000000,85000,GK,Right,1,17100000,22,27/07/2015,2021
175379,Pedro León,32,24/11/1986,183,73,Spain,SD Eibar,80,80,11500000,30000,RM,Right,4,24200000,21,05/07/2016,2020
176376,I. Piatti,34,04/02/1985,180,76,Argentina,Montreal Impact,80,80,7500000,13000,"LW, CF, ST",Right,5,11300000,10,15/08/2014,2019
176550,D. Ospina,30,31/08/1988,183,80,Colombia,Napoli,80,80,10000000,51000,GK,Right,1,17000000,25,04/07/2019,2022
176930,M. Díaz,32,30/12/1986,166,63,Chile,Racing Club,80,80,9500000,25000,"CDM, CM",Right,3,13300000,21,08/08/2018,2021
177326,M. Valbuena,34,28/09/1984,165,63,France,Olympiacos CFP,80,80,7500000,1000,"LM, CAM",Right,3,15800000,28,01/07/2019,2020
177457,L. Bender,30,27/04/1989,185,81,Germany,Bayer 04 Leverkusen,80,80,11500000,62000,"RB, CDM, CM",Right,2,19600000,8,18/08/2009,2021
177458,S. Bender,30,27/04/1989,186,81,Germany,Bayer 04 Leverkusen,80,80,12000000,62000,"CB, CDM",Right,2,20400000,5,13/07/2017,2021
178213,E. Capoue,30,11/07/1988,190,87,France,Watford,80,80,12000000,68000,"CDM, CM",Right,3,22800000,29,06/07/2015,2022
178424,Antunes,32,01/04/1987,176,70,Portugal,Getafe CF,80,80,9000000,27000,LB,Left,4,18900000,3,02/07/2018,2020
179783,R. Fährmann,30,27/09/1988,197,98,Germany,Norwich City,80,80,10000000,43000,GK,Right,1,,21,,2020
179847,F. Fazio,32,17/03/1987,195,85,Argentina,Roma,80,80,9500000,45000,CB,Right,2,16200000,20,15/07/2017,2021
181098,M. Hasebe,35,18/01/1984,180,72,Japan,Eintracht Frankfurt,80,80,4500000,28000,"CB, CDM",Right,3,7600000,20,01/07/2014,2020
182002,Sidnei,29,23/08/1989,185,80,Brazil,Real Betis,80,80,12500000,29000,CB,Right,2,26300000,12,02/08/2018,2022
183900,D. Perotti,30,26/07/1988,179,70,Argentina,Roma,80,80,14000000,54000,LW,Right,4,23800000,8,01/01/2016,2021
184252,L. Pratto,31,04/06/1988,187,91,Argentina,River Plate,80,80,13500000,33000,ST,Right,4,18900000,27,09/01/2018,2022
184881,S. Feghouli,29,26/12/1989,176,75,Algeria,Galatasaray SK,80,80,14500000,77000,"RM, RW, CAM",Right,4,27600000,89,14/08/2017,2022
186345,K. Trippier,28,19/09/1990,173,71,England,Atlético Madrid,80,80,12500000,56000,"RB, RWB",Right,3,25600000,23,17/07/2019,2022
186547,M. Musacchio,28,26/08/1990,180,73,Argentina,Milan,80,80,13000000,44000,CB,Right,3,22100000,22,01/07/2017,2021
187052,Y. M'Vila,29,29/06/1990,182,80,France,AS Saint-Étienne,80,80,12500000,38000,"CDM, CM",Right,3,23800000,6,12/01/2018,2022
187072,L. Stindl,30,26/08/1988,181,80,Germany,Borussia Mönchengladbach,80,80,14500000,39000,CF,Right,4,24700000,13,01/07/2015,2021
187491,F. Smolov,29,09/02/1990,187,80,Russia,Lokomotiv Moscow,80,80,15000000,1000,ST,Right,4,31500000,9,09/08/2018,2022
187936,S. Nzonzi,30,15/12/1988,196,75,France,Galatasaray SK,80,80,12000000,68000,"CDM, CM",Right,2,,4,,2020
189271,F. Coquelin,28,13/05/1991,177,74,France,Valencia CF,80,80,14500000,43000,"CM, CDM",Right,3,30500000,17,11/01/2018,2022
189362,Hulk,32,25/07/1986,179,92,Brazil,Shanghai SIPG FC,80,80,11500000,23000,"RM, RW, ST",Left,4,18400000,10,01/07/2017,2020
189712,K. Strootman,29,13/02/1990,186,80,Netherlands,Olympique de Marseille,80,80,14000000,45000,"CM, CDM",Left,3,26600000,12,28/08/2018,2023
189881,C. Smalling,29,22/11/1989,194,81,England,Manchester United,80,80,12500000,115000,CB,Right,2,23800000,12,01/07/2010,2022
190547,K. Glik,31,03/02/1988,190,80,Poland,AS Monaco,80,80,11000000,42000,CB,Right,2,20900000,25,06/07/2016,2021
190972,E. Salvio,28,13/07/1990,172,66,Argentina,Boca Juniors,80,80,15000000,31000,RM,Right,4,21000000,11,18/07/2019,2022
192593,D. Subašić,34,27/10/1984,191,84,Croatia,AS Monaco,80,80,6500000,34000,GK,Right,1,12400000,1,24/01/2012,2020
192641,K. Vogt,27,23/09/1991,194,85,Germany,TSG 1899 Hoffenheim,80,80,13500000,39000,CB,Right,2,23000000,22,01/07/2016,2022
193061,R. Pereyra,28,07/01/1991,182,77,Argentina,Watford,80,80,15000000,78000,"LM, CAM",Right,4,28500000,37,19/08/2016,2021
193738,Y. Belhanda,29,25/02/1990,179,75,Morocco,Galatasaray SK,80,80,14500000,77000,"CAM, CM",Right,4,27600000,10,04/07/2017,2021
194879,Sergi Enrich,29,26/02/1990,181,77,Spain,SD Eibar,80,80,15000000,34000,ST,Right,4,31500000,9,12/07/2015,2022
195086,D. Lovren,29,05/07/1989,188,84,Croatia,Liverpool,80,80,12500000,90000,CB,Right,2,23100000,6,27/07/2014,2021
196889,S. Verdi,26,12/07/1992,171,61,Italy,Napoli,80,80,16000000,69000,"LM, RW",Left,4,27200000,9,01/07/2018,2023
199110,L. Muriel,28,16/04/1991,179,79,Colombia,Atalanta,80,80,15500000,69000,ST,Right,4,26400000,9,01/07/2019,2024
199206,D. Vida,30,29/04/1989,184,76,Croatia,Beşiktaş JK,80,80,12000000,68000,"CB, RB",Right,2,22800000,24,03/01/2018,2022
199416,Ibai Gómez,29,11/11/1989,177,72,Spain,Athletic Club de Bilbao,80,80,14500000,31000,"RM, RW, LM",Right,4,30500000,19,10/01/2019,2022
200260,S. Berghuis,27,19/12/1991,182,75,Netherlands,Feyenoord,80,80,15500000,21000,RW,Left,3,23300000,10,31/07/2017,2022
200315,Cristian Tello,27,19/08/1991,178,65,Spain,Real Betis,80,80,15500000,30000,"LM, RM",Right,4,32600000,11,01/07/2017,2022
201119,Ismaily,29,11/01/1990,177,78,Brazil,Shakhtar Donetsk,80,80,12000000,1000,LB,Left,4,25200000,31,14/02/2013,2023
201454,F. Ghoulam,28,01/02/1991,184,80,Algeria,Napoli,80,80,12500000,66000,LB,Left,3,21300000,31,31/01/2014,2022
201956,S. Sané,28,25/08/1990,196,85,Senegal,FC Schalke 04,80,80,13000000,37000,"CB, CDM",Right,2,22100000,26,01/07/2018,2022
202685,S. Zaza,28,25/06/1991,186,84,Italy,Torino,80,80,15500000,59000,ST,Left,4,26400000,11,01/07/2019,2023
203890,S. Vrsaljko,27,10/01/1992,181,76,Croatia,Atlético Madrid,80,80,13000000,53000,RB,Right,3,26700000,24,05/07/2016,2022
203895,Pozuelo,27,20/09/1991,170,73,Spain,Toronto FC,80,80,15500000,12000,"CAM, CF",Right,4,23300000,10,18/03/2019,2023
204838,R. Jiménez,28,05/05/1991,188,81,Mexico,Wolverhampton Wanderers,80,80,15500000,99000,ST,Right,3,29500000,9,01/07/2019,2023
205525,Bernard,26,08/09/1992,164,60,Brazil,Everton,80,80,16000000,88000,LM,Right,4,30400000,20,09/08/2018,2022
206413,T. Stepanenko,29,08/08/1989,181,76,Ukraine,Shakhtar Donetsk,80,80,12500000,1000,CDM,Left,3,26300000,6,01/07/2010,2022
214584,F. Armani,32,16/10/1986,189,88,Argentina,River Plate,80,80,9000000,22000,GK,Right,1,12600000,1,12/01/2018,2022
215057,I. Marcone,29,03/06/1990,183,83,Argentina,Boca Juniors,80,80,12500000,29000,"CDM, CM",Right,4,17500000,23,21/01/2019,2023
222943,Jony,27,09/07/1991,179,76,Spain,Lazio,80,80,15500000,56000,LM,Left,3,26400000,22,23/07/2019,2024
223578,Mata,30,24/10/1988,185,79,Spain,Getafe CF,80,80,14500000,33000,ST,Right,3,30500000,7,02/07/2018,2021
227536,M. Marega,28,14/04/1991,186,83,Mali,FC Porto,80,80,15500000,20000,"ST, RM",Right,3,31000000,11,25/01/2016,2021
230234,Everton Andrão,35,29/02/1984,177,75,Brazil,Fluminense,80,80,4700000,24000,"CDM, CM",Right,2,8900000,6,01/01/2018,2022
230347,Welington Dano,31,29/02/1988,178,69,Brazil,Cruzeiro,80,80,10500000,34000,"LB, LM",Left,4,20000000,5,01/01/2018,2022
245294,J. Serendero,31,29/02/1988,190,85,Uruguay,Uruguay,80,80,0,0,GK,Right,1,,,,
245300,M. Baldona,35,29/02/1984,177,75,Uruguay,Uruguay,80,80,0,0,"CDM, CM",Right,3,,,,
245308,M. Nérez,31,29/02/1988,178,69,Uruguay,Uruguay,80,80,0,0,"LB, LM",Left,4,,,,
238794,Vinícius Jr.,18,12/07/2000,176,73,Brazil,Real Madrid,79,92,22500000,60000,LW,Right,5,60200000,28,12/07/2018,2025
227535,R. Bentancur,22,25/06/1997,187,72,Uruguay,Juventus,79,89,20000000,86000,CM,Right,4,37000000,30,01/07/2017,2024
